[Header]	
System	TOC_TNb Standard	
S/W Version	1.00	
User		
Date/Time	9/16/2022 10:00:24 AM	

[System]	
Instrument Options	TOC/ASI/IC Unit/TN/	

[Data]	
Type	Anal.	Sample Name	Sample ID	Origin	Cal. Curve	Manual Dilution	Notes	Comments	Date / Time	Spl. No.	Inj. No.	Analysis(Inj.)	Area	Mean Area	Conc.	Mean Conc.	Result	Mean Result	Rem.	SD Area	CV Area	SD Conc	CV Conc	Vial	Excluded	Inj. Vol.	Auto. Dil.	
Standard	NPOC	cal	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal		1.00			9/13/2022 9:04:18 AM	3	4	NPOC	20.08	19.86	5.000	 	 	 	*******	0.2200	1.11	0.000	0.00	87	0	50	1.000	
Standard	NPOC	cal	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal		1.00			9/13/2022 9:12:35 AM	4	1	NPOC	35.90	35.95	10.00	 	 	 	*******	0.3729	1.04	0.000	0.00	88	0	50	1.000	
Standard	NPOC	cal	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal		1.00			9/13/2022 9:15:32 AM	4	2	NPOC	36.35	35.95	10.00	 	 	 	*******	0.3729	1.04	0.000	0.00	88	0	50	1.000	
Standard	NPOC	cal	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal		1.00			9/13/2022 9:18:15 AM	4	3	NPOC	35.61	35.95	10.00	 	 	 	*******	0.3729	1.04	0.000	0.00	88	0	50	1.000	
Standard	NPOC	cal	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal		1.00			9/13/2022 9:26:55 AM	5	1	NPOC	175.9	177.3	50.00	 	 	 	*******	1.721	0.97	0.000	0.00	89	0	50	1.000	
Standard	NPOC	cal	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal		1.00			9/13/2022 9:30:03 AM	5	2	NPOC	176.7	177.3	50.00	 	 	 	*******	1.721	0.97	0.000	0.00	89	0	50	1.000	
Standard	NPOC	cal	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal		1.00			9/13/2022 9:33:06 AM	5	3	NPOC	179.2	177.3	50.00	 	 	 	*******	1.721	0.97	0.000	0.00	89	0	50	1.000	
Standard	NPOC	cal	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal		1.00			9/13/2022 9:42:11 AM	6	1	NPOC	356.4	358.1	100.0	 	 	 	*******	5.260	1.47	0.000	0.00	90	0	50	1.000	
Standard	NPOC	cal	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal		1.00			9/13/2022 9:45:23 AM	6	2	NPOC	353.9	358.1	100.0	 	 	 	*******	5.260	1.47	0.000	0.00	90	0	50	1.000	
Standard	NPOC	cal	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal		1.00			9/13/2022 9:48:29 AM	6	3	NPOC	364.0	358.1	100.0	 	 	 	*******	5.260	1.47	0.000	0.00	90	0	50	1.000	
Unknown	NPOC	DIW		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 9:56:06 AM	1	1	NPOC	2.352	1.580	0.6599	0.4432	NPOC:0.4432mg/L	NPOC:0.4432mg/L	*******	0.02829	1.79	0.00794	1.79	73	1	50	1.000	
Unknown	NPOC	DIW		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 9:58:14 AM	1	2	NPOC	1.556	1.580	0.4365	0.4432	NPOC:0.4432mg/L	NPOC:0.4432mg/L	*******	0.02829	1.79	0.00794	1.79	73	0	50	1.000	
Unknown	NPOC	DIW		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 10:00:27 AM	1	3	NPOC	1.893	1.580	0.5311	0.4432	NPOC:0.4432mg/L	NPOC:0.4432mg/L	*******	0.02829	1.79	0.00794	1.79	73	1	50	1.000	
Unknown	NPOC	DIW		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 10:02:35 AM	1	4	NPOC	1.611	1.580	0.4520	0.4432	NPOC:0.4432mg/L	NPOC:0.4432mg/L	*******	0.02829	1.79	0.00794	1.79	73	0	50	1.000	
Unknown	NPOC	DIW		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 10:04:43 AM	1	5	NPOC	1.572	1.580	0.4410	0.4432	NPOC:0.4432mg/L	NPOC:0.4432mg/L	*******	0.02829	1.79	0.00794	1.79	73	0	50	1.000	
Unknown	NPOC	chkstd-##ppm		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 10:13:05 AM	1	1	NPOC	34.73	35.08	9.744	9.842	NPOC:9.842mg/L	NPOC:9.842mg/L	*******	0.3451	0.98	0.09682	0.98	74	0	50	1.000	
Unknown	NPOC	chkstd-##ppm		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 10:15:53 AM	1	2	NPOC	35.09	35.08	9.845	9.842	NPOC:9.842mg/L	NPOC:9.842mg/L	*******	0.3451	0.98	0.09682	0.98	74	0	50	1.000	
Unknown	NPOC	chkstd-##ppm		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 10:18:38 AM	1	3	NPOC	35.42	35.08	9.937	9.842	NPOC:9.842mg/L	NPOC:9.842mg/L	*******	0.3451	0.98	0.09682	0.98	74	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0367	COMP_01	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 10:27:10 AM	1	1	NPOC	130.2	132.0	36.53	37.02	NPOC:37.02mg/L	NPOC:37.02mg/L	*******	1.750	1.33	0.4910	1.33	1	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0367	COMP_01	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 10:30:19 AM	1	2	NPOC	132.0	132.0	37.03	37.02	NPOC:37.02mg/L	NPOC:37.02mg/L	*******	1.750	1.33	0.4910	1.33	1	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0367	COMP_01	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 10:33:26 AM	1	3	NPOC	136.1	132.0	38.18	37.02	NPOC:37.02mg/L	NPOC:37.02mg/L	*******	1.750	1.33	0.4910	1.33	1	1	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0367	COMP_01	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 10:36:21 AM	1	4	NPOC	133.7	132.0	37.51	37.02	NPOC:37.02mg/L	NPOC:37.02mg/L	*******	1.750	1.33	0.4910	1.33	1	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0368	COMP_02	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 10:44:59 AM	1	1	NPOC	132.3	133.2	37.12	37.37	NPOC:37.37mg/L	NPOC:37.37mg/L	*******	0.9000	0.68	0.2525	0.68	2	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0368	COMP_02	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 10:47:58 AM	1	2	NPOC	133.2	133.2	37.37	37.37	NPOC:37.37mg/L	NPOC:37.37mg/L	*******	0.9000	0.68	0.2525	0.68	2	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0368	COMP_02	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 10:50:52 AM	1	3	NPOC	134.1	133.2	37.62	37.37	NPOC:37.37mg/L	NPOC:37.37mg/L	*******	0.9000	0.68	0.2525	0.68	2	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0369	COMP_03	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 10:59:13 AM	1	1	NPOC	125.5	127.9	35.21	35.89	NPOC:35.89mg/L	NPOC:35.89mg/L	*******	2.122	1.66	0.5954	1.66	3	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0369	COMP_03	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 11:02:14 AM	1	2	NPOC	123.9	127.9	34.76	35.89	NPOC:35.89mg/L	NPOC:35.89mg/L	*******	2.122	1.66	0.5954	1.66	3	1	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0369	COMP_03	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 11:05:18 AM	1	3	NPOC	129.4	127.9	36.30	35.89	NPOC:35.89mg/L	NPOC:35.89mg/L	*******	2.122	1.66	0.5954	1.66	3	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0369	COMP_03	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 11:08:23 AM	1	4	NPOC	128.9	127.9	36.16	35.89	NPOC:35.89mg/L	NPOC:35.89mg/L	*******	2.122	1.66	0.5954	1.66	3	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0370	COMP_04	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 11:16:55 AM	1	1	NPOC	135.4	136.2	37.99	38.21	NPOC:38.21mg/L	NPOC:38.21mg/L	*******	1.836	1.35	0.5150	1.35	4	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0370	COMP_04	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 11:19:51 AM	1	2	NPOC	134.9	136.2	37.85	38.21	NPOC:38.21mg/L	NPOC:38.21mg/L	*******	1.836	1.35	0.5150	1.35	4	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0370	COMP_04	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 11:22:51 AM	1	3	NPOC	138.3	136.2	38.80	38.21	NPOC:38.21mg/L	NPOC:38.21mg/L	*******	1.836	1.35	0.5150	1.35	4	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0371	COMP_05	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 11:31:20 AM	1	1	NPOC	147.2	146.9	41.30	41.22	NPOC:41.22mg/L	NPOC:41.22mg/L	*******	1.124	0.76	0.3153	0.76	5	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0371	COMP_05	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 11:34:17 AM	1	2	NPOC	145.7	146.9	40.88	41.22	NPOC:41.22mg/L	NPOC:41.22mg/L	*******	1.124	0.76	0.3153	0.76	5	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0371	COMP_05	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 11:37:18 AM	1	3	NPOC	147.9	146.9	41.49	41.22	NPOC:41.22mg/L	NPOC:41.22mg/L	*******	1.124	0.76	0.3153	0.76	5	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0372	COMP_06	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 11:45:38 AM	1	1	NPOC	94.56	95.12	26.53	26.69	NPOC:26.69mg/L	NPOC:26.69mg/L	*******	1.070	1.12	0.3001	1.12	6	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0372	COMP_06	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 11:48:39 AM	1	2	NPOC	94.44	95.12	26.50	26.69	NPOC:26.69mg/L	NPOC:26.69mg/L	*******	1.070	1.12	0.3001	1.12	6	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0372	COMP_06	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 11:51:34 AM	1	3	NPOC	96.35	95.12	27.03	26.69	NPOC:26.69mg/L	NPOC:26.69mg/L	*******	1.070	1.12	0.3001	1.12	6	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0373	COMP_07	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 12:21:42 PM	1	1	NPOC	94.64	93.86	26.55	26.33	NPOC:26.33mg/L	NPOC:26.33mg/L	*******	1.305	1.39	0.3662	1.39	7	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0373	COMP_07	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 12:24:28 PM	1	2	NPOC	92.35	93.86	25.91	26.33	NPOC:26.33mg/L	NPOC:26.33mg/L	*******	1.305	1.39	0.3662	1.39	7	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0373	COMP_07	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 12:27:28 PM	1	3	NPOC	94.58	93.86	26.53	26.33	NPOC:26.33mg/L	NPOC:26.33mg/L	*******	1.305	1.39	0.3662	1.39	7	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0374	COMP_08	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 12:36:14 PM	1	1	NPOC	85.95	86.45	24.11	24.25	NPOC:24.25mg/L	NPOC:24.25mg/L	*******	0.7645	0.88	0.2145	0.88	8	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0374	COMP_08	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 12:39:17 PM	1	2	NPOC	86.07	86.45	24.15	24.25	NPOC:24.25mg/L	NPOC:24.25mg/L	*******	0.7645	0.88	0.2145	0.88	8	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0374	COMP_08	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 12:42:10 PM	1	3	NPOC	87.33	86.45	24.50	24.25	NPOC:24.25mg/L	NPOC:24.25mg/L	*******	0.7645	0.88	0.2145	0.88	8	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0375	COMP_09	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 12:50:26 PM	1	1	NPOC	121.6	121.6	34.12	34.12	NPOC:34.12mg/L	NPOC:34.12mg/L	*******	1.650	1.36	0.4630	1.36	9	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0375	COMP_09	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 12:53:23 PM	1	2	NPOC	120.0	121.6	33.67	34.12	NPOC:34.12mg/L	NPOC:34.12mg/L	*******	1.650	1.36	0.4630	1.36	9	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0375	COMP_09	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 12:56:26 PM	1	3	NPOC	123.3	121.6	34.59	34.12	NPOC:34.12mg/L	NPOC:34.12mg/L	*******	1.650	1.36	0.4630	1.36	9	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0376	COMP_10	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 1:04:30 PM	1	1	NPOC	102.5	103.8	28.76	29.13	NPOC:29.13mg/L	NPOC:29.13mg/L	*******	1.464	1.41	0.4107	1.41	10	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0376	COMP_10	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 1:07:31 PM	1	2	NPOC	103.6	103.8	29.07	29.13	NPOC:29.13mg/L	NPOC:29.13mg/L	*******	1.464	1.41	0.4107	1.41	10	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0376	COMP_10	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 1:10:28 PM	1	3	NPOC	105.4	103.8	29.57	29.13	NPOC:29.13mg/L	NPOC:29.13mg/L	*******	1.464	1.41	0.4107	1.41	10	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0377	COMP_11	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 1:18:20 PM	1	1	NPOC	31.55	31.94	8.851	8.961	NPOC:8.961mg/L	NPOC:8.961mg/L	*******	0.3951	1.24	0.1108	1.24	11	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0377	COMP_11	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 1:21:11 PM	1	2	NPOC	31.93	31.94	8.958	8.961	NPOC:8.961mg/L	NPOC:8.961mg/L	*******	0.3951	1.24	0.1108	1.24	11	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0377	COMP_11	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 1:23:49 PM	1	3	NPOC	32.34	31.94	9.073	8.961	NPOC:8.961mg/L	NPOC:8.961mg/L	*******	0.3951	1.24	0.1108	1.24	11	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0378	COMP_12	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 1:31:40 PM	1	1	NPOC	30.44	30.85	8.540	8.655	NPOC:8.655mg/L	NPOC:8.655mg/L	*******	0.3915	1.27	0.1098	1.27	12	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0378	COMP_12	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 1:34:16 PM	1	2	NPOC	30.89	30.85	8.666	8.655	NPOC:8.655mg/L	NPOC:8.655mg/L	*******	0.3915	1.27	0.1098	1.27	12	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0378	COMP_12	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 1:36:53 PM	1	3	NPOC	31.22	30.85	8.759	8.655	NPOC:8.655mg/L	NPOC:8.655mg/L	*******	0.3915	1.27	0.1098	1.27	12	0	50	1.000	
